Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
92,1,1,o,8230,4827,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,28,mujer,Argentina,AMBA,secundario,nada
92,12,3,x,4609,2948,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,28,mujer,Argentina,AMBA,secundario,nada
92,7,1,x,8467,5018,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,28,mujer,Argentina,AMBA,secundario,nada
92,17,3,e,3199,2488,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,28,mujer,Argentina,AMBA,secundario,nada
92,14,1,e,2524,3305,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,28,mujer,Argentina,AMBA,secundario,nada
92,5,3,o,2657,3043,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,28,mujer,Argentina,AMBA,secundario,nada
92,11,3,x,5053,9423,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,28,mujer,Argentina,AMBA,secundario,nada
93,12,3,x,5142,5443,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,2,1,o,10955,4356,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,8,1,x,3628,3341,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,16,2,e,6140,3805,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,4,2,o,4769,3942,masc.p,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,6,3,o,6995,11753,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,1,1,o,4104,6702,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,11,3,x,4586,7863,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,5,3,o,4264,6314,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,13,1,e,2996,3041,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,9,2,x,4368,4768,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,17,3,e,2684,4771,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,3,2,o,5322,4678,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,10,2,x,5764,5373,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,14,1,e,5020,4827,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,7,1,x,3141,7971,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,18,3,e,4124,6430,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
93,15,2,e,4352,5616,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,47,mujer,Argentina,AMBA,universitario/posgrado,mucho
94,14,1,e,11920,12608,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,8,1,x,18277,4106,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,16,2,e,7839,4305,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,15,2,e,9644,5008,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,12,3,x,6767,11403,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,11,3,x,3600,3191,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,17,3,e,39372,3716,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,6,3,o,7600,7842,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,3,2,o,4636,8970,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,10,2,x,8591,5783,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,1,1,o,7499,5722,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,7,1,x,7023,8973,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,2,1,o,7186,4865,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,18,3,e,4558,12770,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,5,3,o,98506,16940,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,4,2,o,9356,4417,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,13,1,e,5556,4344,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
94,9,2,x,29393,4405,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,nada
95,16,2,e,7101,5339,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,18,3,e,10927,8525,masc.p,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,13,1,e,7704,14208,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,10,2,x,2534,4367,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,4,2,o,8267,2603,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,9,2,x,10383,10987,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,2,1,o,5931,4271,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,1,1,o,10535,6686,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,17,3,e,5066,6454,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,6,3,o,5345,6347,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,11,3,x,2735,5838,masc.p,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,14,1,e,4319,3695,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,7,1,x,3670,5649,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,3,2,o,2969,5089,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,12,3,x,3140,4710,masc.p,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,8,1,x,55736,2462,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,15,2,e,2926,4684,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
95,5,3,o,4717,4091,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,35,mujer,Argentina,AMBA,universitario/posgrado,mucho
96,17,3,e,4520,5356,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,8,1,x,6912,3306,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,5,3,o,17318,8417,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,10,2,x,23498,4455,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,14,1,e,3584,5927,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,1,1,o,6470,6256,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,11,3,x,14815,6481,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,18,3,e,3669,5070,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,7,1,x,16654,4420,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,15,2,e,5539,7112,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,13,1,e,6855,7535,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,12,3,x,3344,6675,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,9,2,x,4990,5853,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,2,1,o,3341,5087,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,16,2,e,4703,7062,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,3,2,o,7563,6616,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,6,3,o,19053,6527,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
96,4,2,o,5978,5120,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,25,mujer,Argentina,noAMBA,universitario/posgrado,poco
97,14,1,e,4416,2915,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,2,1,o,5355,4192,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,12,3,x,10669,5356,masc.p,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,7,1,x,6387,4709,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,10,2,x,23054,10430,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,15,2,e,2811,3657,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,18,3,e,3594,2131,masc.p,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,4,2,o,2719,6525,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,11,3,x,6372,3903,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,16,2,e,6581,5713,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,1,1,o,3432,4669,masc.p,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,8,1,x,3751,4686,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,9,2,x,9043,4938,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,5,3,o,2755,17409,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,17,3,e,3789,3818,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,13,1,e,3335,4704,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,6,3,o,4335,1893,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
97,3,2,o,2840,2877,masc.p,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,25,mujer,Argentina,noAMBA,universitario/posgrado,mucho
98,17,3,e,4927,6231,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,9,2,x,6541,8511,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,12,3,x,5918,6504,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,4,2,o,4766,5127,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,6,3,o,13382,10758,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,10,2,x,5742,9559,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,2,1,o,5583,3703,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,18,3,e,18335,8119,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,3,2,o,7286,5207,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,8,1,x,4686,8208,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,1,1,o,13221,10815,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,13,1,e,6654,4775,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,5,3,o,8503,4095,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,15,2,e,14,12408,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,11,3,x,24263,3798,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,14,1,e,11518,7463,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,7,1,x,6279,5080,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,31,varon,Argentina,AMBA,universitario/posgrado,nada
98,16,2,e,11799,9439,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,31,varon,Argentina,AMBA,universitario/posgrado,nada
100,7,1,x,1493,2819,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,13,1,e,2389,3524,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,3,2,o,3208,3923,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,12,3,x,4821,4063,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,2,1,o,2539,2978,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,15,2,e,3982,3490,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,16,2,e,5726,4986,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,1,1,o,2555,4902,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,17,3,e,2373,3439,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,6,3,o,2290,3451,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,10,2,x,4233,3028,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,9,2,x,3623,4678,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,11,3,x,17955,9935,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,4,2,o,3700,3620,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,14,1,e,4883,8626,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
100,8,1,x,2108,2668,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,50,mujer,Chile,noAMBA,universitario/posgrado,poco
101,1,1,o,3111,10134,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,12,3,x,64022,3512,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,16,2,e,9637,3450,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,10,2,x,29684,4575,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,11,3,x,11620,6481,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,9,2,x,13797,2956,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,5,3,o,7250,5941,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,17,3,e,3177,3910,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,8,1,x,5104,9160,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,2,1,o,8183,5143,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,7,1,x,2946,4949,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,3,2,o,4123,5310,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,15,2,e,3791,6972,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,14,1,e,2194,11079,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,13,1,e,3202,4172,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,18,3,e,2734,2456,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,4,2,o,18885,9165,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
101,6,3,o,3501,3885,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,29,varon,Argentina,noAMBA,universitario/posgrado,mucho
102,7,1,x,1719,3839,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,15,2,e,3208,5362,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,9,2,x,1235,3272,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,17,3,e,1134,2207,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,8,1,x,1338,3959,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,1,1,o,1445,4541,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,13,1,e,1384,7397,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,5,3,o,1256,3411,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,14,1,e,1987,4029,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,3,2,o,2050,5575,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,4,2,o,1182,3332,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,12,3,x,1921,3836,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
